"Num","Path","Name","Length","Modified","sha-256","Format","parseproblem"
"523","Salford%20Teaching%202001/Salford%20Teaching/","Reading List Draft.doc","19788","Tue Nov 21 13:01:02 GMT 2000","4cec5a787e7ec091c53f150c27bde5d023da7714e6f4c51a4dbed97589b0927f","text/plain","false"
"524","Salford%20Teaching%202001/Salford%20Teaching/","Rob's barrages.doc","5084","Tue Jul 18 11:04:20 BST 2000","45b09c90a3bfec48f6d9365ee369a06736cb4faf48a84cb84013f1ffb73bb5d5","text/html; charset=iso-8859-1","false"
"525","Salford%20Teaching%202001/Salford%20Teaching/","Rob's Ia Drang.doc","56832","Sat Nov 25 13:09:42 GMT 2000","2c900338627f0a1f9d1a5b28263e490204773bc8b1195d2556a785490feba4eb","application/msword","false"
"526","Salford%20Teaching%202001/Salford%20Teaching/","Salford - Rob.doc","5126","Mon Feb 05 05:47:32 GMT 2001","6921636ccea2020888c4b964df213a8e698c3016551cf67d5db45fc33b1151ef","text/html; charset=iso-8859-1","false"
"527","Salford%20Teaching%202001/Salford%20Teaching/","Salford 1.doc","121344","Tue Oct 10 20:34:26 BST 2000","79d7e0955b08a345c52e9bc8fe766c724e3d91ee6c4193102d6dc500e70cb59f","application/msword","false"
"528","Salford%20Teaching%202001/Salford%20Teaching/","Salford distinctor.doc","39936","Tue Mar 06 14:54:12 GMT 2001","9cd176741e51537a06617ebc6ea14d5761b4f5bbfcbd20f7e2b6e25052747d14","application/msword","false"
"529","Salford%20Teaching%202001/Salford%20Teaching/","Salford Library.doc","40960","Mon Dec 18 17:07:56 GMT 2000","3be4f15f3b57e6559eab17dc0daf6498542d9dd02f32579f343f99db2db2009f","application/msword","false"
"530","Salford%20Teaching%202001/Salford%20Teaching/","Salford Military History.doc","80384","Tue Mar 06 15:17:12 GMT 2001","1b6fe3a032305cc7560bdfd7f472ed58c6c54fb917feef6b8fdd8582b3873617","application/msword","false"
"531","Salford%20Teaching%202001/Salford%20Teaching/","Salford more Rob.doc","6905","Mon Feb 05 05:47:22 GMT 2001","3d55c46a7fd3231c8eb9411f58a5d8ecf8bbafd39d0af415c75de4eae4c41cf1","text/html; charset=iso-8859-1","false"
"532","Salford%20Teaching%202001/Salford%20Teaching/","Salford ombudsman scheme.doc","27648","Tue Feb 20 13:55:54 GMT 2001","20ad5578ba49f1becaa5230c520559ec4b0fe51d5af4caeea69f1a8cdad77664","application/msword","false"
"533","Salford%20Teaching%202001/Salford%20Teaching/","Student Evaluation.doc","53248","Thu Dec 14 11:27:46 GMT 2000","e064ea2bb9083bac1b5bf70bf19aa5529b4bcf36567fc055a3fbfd05e889854e","application/msword","true"
"534","Salford%20Teaching%202001/Salford%20Teaching/","Ted's Template.doc","32241","Mon Nov 27 18:56:02 GMT 2000","0c8454b5a1e625372a6d22aa839131ab525a06d178f7d422adf42310cacf2f4f","text/plain","false"
"535","Salford%20Teaching%202001/Salford%20Teaching/","Year One Second Semester.doc","237056","Fri Jan 26 13:25:42 GMT 2001","a2b135f1ed4df321bb04839fa2536c0b1aa0ccdb98eb0e12b742f94c09ceca65","application/msword","true"
"536","Salford%20Teaching%202001/","Armoured Warfare Texts.doc","77312","Thu Mar 22 09:46:18 GMT 2001","8e717a580ff4defaad055e9eb0d5d6b6a0668a80d680506480af505bd7bff9da","application/msword","true"
"537","Salford%20Teaching%202001/","Full Module.doc","76288","Thu Mar 29 10:03:44 BST 2001","aeef2239b0f1ae81821cb532d1daedebaa2355ab9b53699fed1b7e625be7954f","application/msword","false"
"538","Salford%20Teaching%202001/","Modular descriptor.doc","71680","Thu Mar 15 08:33:24 GMT 2001","58b3fcb83b334029a4257956d115bfce3f74aa0bcb98b0bbed91f7573c9de60c","application/msword","false"
"539","","Tales of the White Zulu.docx","220414","Fri May 20 14:38:32 BST 2011","b4b2ffa8f34a6a2e778ba7ff900ed01f234b0b13519e2dbbdc5d0770385ef6da","application/vnd.openxmlformats-officedocument.wordprocessingml.document","false"
